english,tag,definition
lecture,noun,"1. a talk that is given to a group of people to teach them about a particular subject, often as part of a university or college course 2. a long, angry talk that somebody gives to one person or a group of people because they have done something wrong"
lemon,noun,"1. a yellow citrus fruit with juice that has a bitter, sharp taste. Slices of lemon and lemon juice are used in cooking and drinks. 2. lemon juice or a drink made from lemon"
lend,verb,"1. to give something to somebody or allow them to use something that belongs to you, which they have to return to you later 2. to give money to somebody on condition that they pay it back over a period of time and pay interest on it"
less,noun,1. used with uncountable nouns to mean ‘a smaller amount of’ 2. smaller and smaller amounts; at a rate that is decreasing
less,adverb,1. to a smaller degree; not so much 2. continuing to become smaller in amount
level,noun,1. the height of something in relation to the ground or to what it used to be 2. a floor of a building; a layer of ground
lifestyle,noun,the way in which a person or a group of people lives and works
lift,noun,"1. a machine that carries people or goods up and down to different levels in a building or a mine 2. a free ride in a car, etc. to a place you want to get to"
lift,verb,1. to raise somebody/something or be raised to a higher position or level 2. to take hold of somebody/something and move them/it to a different position
light,adjective,1. pale in colour 2. full of light; having the natural light of day
light,verb,1. to make something start to burn 2. to start to burn
likely,adjective,1. having a good chance of happening or being something; probable or expected 2. seeming suitable for a purpose
line,noun,"1. a long, thin mark on a surface 2. a long, thin mark on the ground to show the limit or border of something, especially of a playing area in some sports"
